left_acc_x_mean,left_acc_x_max,left_acc_x_min,left_acc_y_mean,left_acc_y_max,left_acc_y_min,left_acc_z_mean,left_acc_z_max,left_acc_z_min,right_acc_x_mean,right_acc_x_max,right_acc_x_min,right_acc_y_mean,right_acc_y_max,right_acc_y_min,right_acc_z_mean,right_acc_z_max,right_acc_z_min,facial expression
-642.4936707163039,-698.1611393468952,-670.3274050315995,736.9915969038823,689.7892969800033,713.3904469419429,-160.91642877717047,-175.81029482815995,-168.36336180266522,500.35134421470883,468.2245379432823,484.2879410789956,847.0974338297909,815.8575017530555,831.4774677914232,-228.0997638829524,-287.1712856770806,-257.6355247800165,2.0
-681.7126345976295,-682.8767315017997,-682.2946830497146,702.5742202607855,667.6163343970494,685.0952773289175,-166.00214179049826,-233.05426191557342,-199.52820185303585,505.9316901905736,480.77315242115384,493.3524213058637,857.0980639424198,825.751497913551,841.4247809279855,-192.0173303887768,-248.14593768072757,-220.0816340347522,2.0
-679.9452849725014,-707.2231583011223,-693.5842216368119,683.8827573035404,681.9443873854085,682.9135723444745,-201.94355149899496,-231.0447259506218,-216.49413872480838,488.6025455633304,479.643999088129,484.1232723257297,857.2694887573974,844.0389157726967,850.654202265047,-204.32177933903813,-210.59654788849858,-207.45916361376834,2.0
-661.1747683626365,-688.8048135281055,-674.9897909453709,702.6525603470518,690.2519572024069,696.4522587747293,-202.08287226610344,-240.3220766125268,-221.20247443931513,498.995947677978,453.82980138325286,476.41287453061545,876.9381669199373,844.3380380228042,860.6381024713708,-214.003947462548,-227.0226213803574,-220.5132844214527,2.0
-610.9345634581623,-643.9563186267259,-627.4454410424441,747.6971459424364,721.2721107014938,734.4846283219651,-220.90577177869983,-234.3068082585273,-227.60629001861355,506.2538919824656,502.9609259017563,504.60740894211096,832.6374380999764,829.7346829427283,831.1860605213524,-237.84880713223168,-273.28909270531767,-255.56894991877468,3.0
-629.2113280605096,-642.2174640923369,-635.7143960764232,728.6205989764086,717.2743145662624,722.9474567713355,-229.79779799345422,-242.18424750309006,-235.99102274827214,512.3299071581963,511.3079499978797,511.818928578038,834.6600939657642,832.3475767331174,833.5038353494408,-242.06522941071455,-244.2248097954202,-243.1450196030674,3.0
-618.5166157375311,-635.3433862512717,-626.9300009944013,751.5498372747389,719.5895780571865,735.5697076659627,-231.227860478178,-232.92747609953955,-232.07766828885877,511.48932608826857,490.99979664278334,501.24456136552595,842.9978155431854,825.9820130513916,834.4899142972886,-245.63328571070025,-265.99900115787545,-255.81614343428785,3.0
-610.6219936612689,-614.1683294962806,-612.3951615787748,772.3675345763432,752.7274343866716,762.5474844815074,-85.91084370395548,-226.17870314100654,-156.044773422481,565.19295289463,492.10413329595406,528.6485430952921,839.7251196579807,761.4281952579757,800.5766574579782,-268.4547131896971,-313.84480550460154,-291.1497593471493,3.0
-582.843539210487,-616.6362560766836,-599.7398976435853,802.2887333573486,734.8203386471099,768.5545360022293,-103.24152934230091,-234.75449041820835,-168.99800988025464,587.1287348041822,498.2233577627696,542.6760462834759,838.8202264081746,758.3129589871728,798.5665926976737,-256.00703800105265,-316.8679665497803,-286.4375022754165,3.0
-613.8485840207566,-616.9868755773101,-615.4177297990334,744.2781980694454,739.9939862523912,742.1360921609182,-232.7446930867304,-241.98359662287666,-237.36414485480353,495.5187595230234,494.1457057622219,494.83223264262267,840.3132436989373,825.3618195203031,832.8375316096202,-254.72572291648336,-261.3003551313272,-258.01303902390526,3.0
-616.2962428664781,-628.2824882097004,-622.2893655380892,761.2036939021748,737.4157983972059,749.3097461496903,-105.28378948354843,-251.8035410704153,-178.54366527698187,580.23133156505,489.1931167493043,534.7122241571772,837.6661051240603,770.9558474325519,804.310976278306,-257.86518542953837,-277.17451497150955,-267.51985020052393,3.0
-613.5503049991354,-619.785031156059,-616.6676680775972,757.3926073119562,734.6107663388011,746.0016868253787,-104.99180198666434,-239.02365104150144,-172.0077265140829,590.7116789412132,499.2345644500935,544.9731216956534,831.6198101966434,769.2760641616793,800.4479371791613,-245.1682757755034,-286.66626606459886,-265.9172709200511,3.0
-622.9167454405462,-626.3423924747009,-624.6295689576235,736.8550788259114,729.20474674805,733.0299127869807,-224.32720450822606,-235.1227390528136,-229.72497178051984,512.8264555214377,507.3735825436828,510.1000190325602,836.9272161940053,836.3268718310907,836.6270440125479,-234.93949834537594,-262.9796168144092,-248.9595575798926,3.0
-623.7647363135178,-625.9127689499925,-624.8387526317551,738.5267295129189,732.442319364815,735.484524438867,-221.41401239129098,-240.5783506276879,-230.99618150948945,515.7973058430917,514.5375498216789,515.1674278323853,822.9125510253663,822.5639495395138,822.73825028244,-248.03534934708273,-262.85552438595863,-255.44543686652068,3.0
-602.8873753877094,-608.2199781383703,-605.5536767630399,752.0768210424461,742.0030230249223,747.0399220336842,-242.22989888537322,-242.90864506599138,-242.56927197568228,483.68887647387544,480.92260362002486,482.3057400469502,847.8575003913933,840.6164560604626,844.2369782259279,-265.02839679074367,-265.90230108736137,-265.46534893905255,4.0
-597.0220861335305,-599.4619333832927,-598.2420097584115,761.9574987070788,749.6249395228585,755.7912191149687,-231.826110959961,-239.54105082784088,-235.68358089390094,486.24904190328317,486.1904654651443,486.21975368421374,837.921463789718,833.0880732017912,835.5047684957547,-262.45291441222304,-279.47480227230994,-270.96385834226646,4.0
-602.1744712621255,-679.9364393450925,-641.055455303609,756.9334628481006,694.0990310655192,725.5162469568099,-176.9625459363216,-223.28126010067365,-200.12190301849762,585.3874514889861,495.4733041394526,540.4303778142194,832.5100228884866,795.8948889777902,814.2024559331384,-222.91631257455424,-279.1961343400214,-251.0562234572878,4.0
-622.9165850326503,-692.853852664847,-657.8852188487487,735.4536046187413,699.7259380890567,717.5897713538991,-177.84210534302372,-221.13523137565446,-199.4886683593391,589.2356469201184,491.0743452065346,540.1549960633265,844.0913343909366,795.8966281361224,819.9939812635296,-229.02519405519865,-245.93973764504133,-237.48246585011998,4.0
-620.9922347571202,-627.0652619112245,-624.0287483341724,739.7440630007367,733.9828777416784,736.8634703712075,-228.10489109095693,-246.0020750446687,-237.0534830678128,502.2588938799647,502.1467393061478,502.20281659305624,844.4616296932645,825.0922946349878,834.7769621641262,-248.2096887157655,-248.5703199135787,-248.3900043146721,4.0
-629.3434470707499,-644.692458296733,-637.0179526837414,731.175461656864,725.8097617494934,728.4926117031787,-182.02885990923002,-226.13592432200986,-204.08239211561994,588.2126309952764,510.3249727510163,549.2688018731463,827.1858330188214,785.1063271000273,806.1460800594243,-211.837159435001,-251.73316983628567,-231.78516463564335,4.0
-628.9052857930225,-658.1419644618411,-643.5236251274318,746.6185492998749,730.3678469989399,738.4931981494074,-189.14409423951759,-207.2592893297186,-198.2016917846181,580.6845632227867,519.8727455445764,550.2786543836816,823.7536444424309,799.2556128211469,811.5046286317888,-219.82437998627324,-262.96793354826787,-241.39615676727055,4.0
-626.4538145915717,-633.067413914755,-629.7606142531633,737.8107212141323,736.9172657735282,737.3639934938303,-212.4293288943624,-222.17127455195632,-217.30030172315935,518.3156977902629,504.19731323045227,511.25650551035756,828.519625222768,812.5655323631379,820.542578792953,-256.4828425725933,-262.9769683333208,-259.72990545295704,4.0
-629.0529747570806,-661.8900078201615,-645.4714912886211,741.8773342031087,720.4529126517128,731.1651234274108,-169.5293497739378,-219.56962945249964,-194.54948961321873,573.3082018354297,516.1030169216432,544.7056093785365,828.0170445646042,780.3952820462079,804.2061633054061,-236.880407289778,-258.9170985650921,-247.89875292743505,4.0
-621.6960425989089,-658.0728743975535,-639.8844584982312,741.8753077539949,720.7764300979705,731.3258689259827,-164.6165636549525,-219.3536077478873,-191.9850857014199,588.825760259818,514.2861207594877,551.5559405096528,824.4692213677256,798.8419077573868,811.6555645625563,-228.69153847799373,-266.5080089882379,-247.59977373311582,4.0
-386.3738159614437,-589.9650382732483,-488.169427117346,832.7204000960842,748.67099431527,790.6956972056771,-277.8675957831732,-379.8051094007425,-328.83635259195785,385.4057258461358,142.2137542642151,263.80974005517544,951.1520627045403,905.7736732403965,928.4628679724684,-222.793610951763,-265.7594620945969,-244.27653652317997,5.0
-385.3303366564017,-618.9867253845562,-502.1585310204789,833.6838827628193,721.3766091607155,777.5302459617674,-259.6218500198425,-383.2061872201184,-321.4140186199804,433.86556873460836,135.44399779716414,284.65478326588624,953.7314254275686,893.0688706125353,923.400148020052,-211.93430685462138,-266.0083101966133,-238.97130852561736,5.0
-517.5882324423401,-618.9985622637256,-568.2933973530328,780.1504102000259,729.7643718693562,754.957391034691,-262.603873698469,-321.7723588175822,-292.1881162580256,408.59415975004583,301.502830790688,355.0484952703669,924.3526603970766,884.6936272991485,904.5231438481126,-211.5787128572417,-223.9933957234535,-217.78605429034758,5.0
-520.2063122102475,-616.1838676305254,-568.1950899203864,787.3020930735825,739.2288222881909,763.2654576808867,-258.53332904713994,-329.7691379031837,-294.1512334751618,410.3476241642293,269.1639053660187,339.755764765124,936.312685222504,888.5819188346319,912.447302028568,-219.46637157063174,-232.43434964726276,-225.95036060894725,5.0
-477.9948256171746,-600.2631577931552,-539.1289917051649,804.1829922562771,742.6100730681404,773.3965326622088,-260.4893030050735,-325.9710548879458,-293.2301789465097,398.0003250288465,250.8567146502926,324.4285198395695,945.0863901133852,904.0026871736724,924.5445386435288,-234.53856472838234,-243.00014600103364,-238.769355364708,5.0
-469.89609406651925,-600.8054039357246,-535.3507490011219,798.7639591598376,743.74699125726,771.2554752085488,-258.5873663545515,-318.02364019274125,-288.30550327364637,395.5880351684385,241.4966435882111,318.5423393783248,948.173518043689,888.7016734455792,918.4375957446341,-230.99513139281413,-236.03279634945898,-233.51396387113655,5.0
-456.8784597718167,-608.5219098597375,-532.7001848157771,815.1162482570461,745.3288259049326,780.2225370809894,-247.1421054838129,-323.5909373823336,-285.3665214330733,398.2256731028965,230.6393070026579,314.4324900527772,948.0294048075561,899.9247176087255,923.9770612081409,-242.09990415900475,-252.22462573768064,-247.16226494834268,5.0
-450.8237394975447,-581.847210440952,-516.3354749692484,826.2399056939064,762.5641351584943,794.4020204262004,-248.1080413401347,-310.9843792232557,-279.5462102816952,401.8720924752583,208.35087978664473,305.1114861309515,941.6144963797676,894.7235646760666,918.1690305279171,-243.85601597156912,-253.38665650278506,-248.6213362371771,5.0
-499.68943853509,-574.7315271469366,-537.2104828410133,797.0920608004668,771.6744864087983,784.3832736046326,-247.4585604469368,-300.978402565298,-274.21848150611737,380.03928789807605,275.7616259750475,327.9004569365618,923.372165938857,890.1337139067623,906.7529399228097,-239.81783058484066,-264.02006971656994,-251.9189501507053,5.0
-491.8751453627131,-561.424152470412,-526.6496489165626,800.8027961199672,774.6090030941099,787.7058996070385,-267.3267426099953,-305.6358779140206,-286.4813102620079,371.56710876678136,280.994681354473,326.2808950606272,933.9977105626941,908.4838569978078,921.2407837802509,-240.00173155128127,-240.846636098313,-240.42418382479713,5.0
-828.7711443400597,-851.7572846268898,-840.2642144834747,538.4162368101626,512.7520828980639,525.5841598541133,-32.65653416944495,-52.67402559746035,-42.665279883452655,760.7017540510624,748.0262282666336,754.363991158848,670.0312440411032,659.0722746162271,664.5517593286652,-82.69290422531716,-102.0005373459677,-92.34672078564243,0.0
-842.5564856598294,-843.809004527619,-843.1827450937242,520.2887091334941,516.0818037962582,518.1852564648761,-50.08879515944655,-61.177512957147826,-55.63315405829719,770.9433311377559,761.4258849183757,766.1846080280658,659.6429828151591,654.9630872750635,657.3030350451113,-72.2272423145545,-82.90204261072172,-77.56464246263812,0.0
-820.8437597643782,-843.8512282798644,-832.3474940221213,561.2776957666887,513.9181625010661,537.5979291338774,-34.613649947130774,-51.617722723555346,-43.11568633534306,762.3051413113812,730.8879448175678,746.5965430644745,690.6241585151046,660.4307733428718,675.5274659289882,-85.64778236868645,-106.34861495617321,-95.99819866242983,0.0
-806.7747652711739,-816.1433877922849,-811.4590765317294,583.9782496862299,555.4101772111013,569.6942134486656,-30.771271221034457,-43.55398873661403,-37.16262997882424,739.8666590144766,719.8695589145365,729.8681089645065,713.423628961767,685.4055967960367,699.4146128789018,-85.5823735548646,-111.68387439791988,-98.63312397639224,0.0
-805.96567523884,-828.426792960817,-817.1962340998285,575.0634198625149,523.7869331671707,549.4251765148429,-41.0935722435782,-126.94018506599662,-84.0168786547874,746.8463131375304,719.0151563891816,732.930734763356,704.1511547970027,688.3113748296593,696.231264813331,-57.06403951169007,-80.65263927463965,-68.85833939316487,0.0
-834.0481317312484,-848.1035980160327,-841.0758648736405,525.6567685446552,510.9819994294898,518.3193839870725,-68.6441737531503,-129.2906658418315,-98.96741979749089,782.961380216383,741.9693719143391,762.465376065361,685.887773117673,641.7918452229176,663.8398091702952,-52.74350473510974,-66.85207139362606,-59.7977880643679,0.0
-828.3047683688235,-852.3736233844927,-840.3391958766581,542.328843905667,503.96419973702723,523.146521821347,-72.0023093398451,-104.01202054573645,-88.00716494279078,782.2331841027429,750.8048261634046,766.5190051330737,685.015366565358,645.4719370130588,665.2436517892083,-52.02458192718932,-62.96744417825344,-57.49601305272138,0.0
-819.8779519979255,-845.1263062480916,-832.5021291230086,547.6385579986902,515.4052883526097,531.5219231756499,-66.6443181736779,-108.0775541500286,-87.36093616185326,752.1905141168485,745.0801856695408,748.6353498931946,681.1817265305259,674.3503199994365,677.7660232649812,-52.196060517516585,-62.75840983987151,-57.477235178694045,0.0
-836.1975751697917,-844.4594348578262,-840.3285050138089,535.1077478677297,517.3917552928622,526.2497515802959,-56.2588135451057,-58.956758750167644,-57.60778614763667,759.1383136491536,759.0053465626812,759.0718301059173,674.6203426213111,671.1431048090593,672.8817237151852,-56.93146085403153,-88.2156467873579,-72.57355382069471,0.0
-829.2650494531791,-844.8016943888833,-837.0333719210312,539.2163908964523,523.7525606025024,531.4844757494773,-64.43460982976269,-68.07624770690668,-66.2554287683347,771.7352898293672,748.9005743047459,760.3179320670565,677.9879013914922,656.0674476389623,667.0276745152273,-74.04003508218777,-83.5786096033052,-78.80932234274648,0.0
-817.0123788164533,-855.5724766810465,-836.2924277487499,564.6304363872194,500.2010046058075,532.4157204965135,0.9286582198974134,-16.839855541676492,-7.95559866088954,740.499637107988,682.4956117026633,711.4976244053256,727.5144526481814,685.1250092389436,706.3197309435625,-87.80968479806911,-134.50928439383074,-111.15948459594992,1.0
-776.2958525480707,-816.103119838451,-796.1994861932608,620.6200188682506,567.8541821215184,594.2371004948845,3.944087353684087,-28.237814504206327,-12.14686357526112,688.4973346508481,644.3075525793986,666.4024436151233,774.5585523090463,727.4865394423341,751.0225458756902,-105.88002323838215,-134.34273765119153,-120.11138044478685,1.0
-780.8141627440596,-803.1371004845289,-791.9756316142942,611.5127769395702,578.1879509304488,594.8503639350095,-30.04096615431608,-43.14788185472404,-36.594424004520064,676.0312711286392,645.4452006089616,660.7382358688004,769.3769725542053,753.3002330676283,761.3386028109168,-96.73241197181959,-104.07254152349849,-100.40247674765904,1.0
-788.3377527271083,-806.229333526248,-797.2835431266781,602.713516799173,573.470933474867,588.09222513702,-45.86983779551214,-49.885014548090616,-47.877426171801375,675.2864884987617,661.467511492644,668.3769999957028,766.8649386272522,741.9263956264178,754.395667126835,-87.06059391426939,-97.11689743197981,-92.0887456731246,1.0
-788.1286489464063,-792.3788414005634,-790.2537451734848,597.5634801533286,596.3907612157291,596.9771206845288,-32.117749774664915,-48.25669509681726,-40.18722243574109,654.6502613528625,648.5818626987987,651.6160620258306,771.2042435129778,766.3654403443675,768.7848419286727,-80.6122471833438,-104.3444760088566,-92.4783615961002,1.0
-792.4801313298445,-793.1125109245943,-792.7963211272195,614.4263359467287,598.0787264007788,606.2525311737538,-15.082581567168747,-27.93605899251764,-21.509320279843195,655.3067940220124,649.5805411949066,652.4436676084595,773.2280445691412,757.5821699627003,765.4051072659207,-107.4891761283965,-109.93623529991558,-108.71270571415604,1.0
-775.4900508214016,-780.9602275938717,-778.2251392076366,613.3585223837136,611.3350709557269,612.3467966697203,-13.776215576907205,-31.8378296922268,-22.807022634567005,656.081419574973,637.1104528869214,646.5959362309472,777.7973102495314,763.1597493264134,770.4785297879723,-85.64709932168947,-107.87732304762662,-96.76221118465804,1.0
-775.482637226636,-793.9774033515511,-784.7300202890935,610.2572930577596,598.7336839257702,604.495488491765,-30.914411936606648,-33.73972565117332,-32.327068793889985,655.6816678744623,642.7600583641641,649.2208631193132,783.1402111523273,764.6513062506297,773.8957587014785,-88.73223285754115,-91.25683754704193,-89.99453520229153,1.0
-786.9742847232941,-798.908096880124,-792.9411908017091,614.1465468298529,592.3043015718563,603.2254242008546,-19.017126110342414,-36.903196953411346,-27.960161531876878,659.0811236319637,638.7419862126967,648.9115549223302,773.1701807267594,760.0190681630037,766.5946244448816,-88.01177483145682,-95.83362612191317,-91.922700476685,1.0
-786.1467952503609,-802.5553207800405,-794.3510580152007,610.2393573557416,599.0660390198866,604.6526981878142,-18.334543919524318,-73.31496881756024,-45.82475636854228,658.9387130236605,647.6227644665793,653.2807387451198,771.9011253237709,768.7119436060759,770.3065344649234,-41.4158891837967,-100.99943159685132,-71.20766039032401,1.0
-819.2511777477446,-819.6860444226303,-819.4686110851874,559.7624807445661,556.3407105790925,558.0515956618293,24.384265055064006,-68.67587360618616,-22.145804275561076,829.6971841054379,800.1118879435868,814.9045360245124,530.4826394827905,518.4076621264207,524.4451508046056,-259.9377231412591,-345.11220324383504,-302.52496319254703,2.0
-821.5253199830497,-838.5464092139833,-830.0358645985166,562.6889437395134,515.4010828158413,539.0450132776773,121.9053992064907,-71.99523442231434,24.95508239208818,831.1468754600064,805.3251583151201,818.2360168875632,527.7937512784441,447.22188474487507,487.5078180116596,-262.1848438817229,-433.80913212861566,-347.99698800516927,2.0
-834.669611222094,-865.4331075918594,-850.0513594069766,532.3837435363155,474.80234088725723,503.5930422117864,110.6813014182789,-96.2349549629967,7.223173227641105,892.3925049204477,796.7336303438956,844.5630676321716,465.9476606173439,440.66145863624894,453.3045596267964,-212.44406043180535,-416.5128329725357,-314.4784467021705,2.0
-818.9517933199315,-865.3598707907624,-842.155832055347,539.3554451270251,473.1922761114957,506.2738606192604,186.29941360815957,-103.43371330449612,41.43285015183172,889.5118020673488,784.8251907491291,837.168496408239,443.8939233536037,436.89072157339933,440.3923224635015,-212.78707009691857,-467.114764834543,-339.95091746573075,2.0
-819.0907380859919,-839.9964597057867,-829.5435988958893,532.6212142557201,527.7006855275473,530.1609498916337,186.04256924014237,9.976734338599382,98.00965178937088,843.2559440962197,783.9249688973993,813.5904564968095,475.73301734825435,434.14379561158734,454.93840647992084,-314.3530174121744,-469.6780245677367,-392.0155209899556,2.0
-822.14938258526,-837.360380858974,-829.754881722117,552.1587717432054,524.3342166794462,538.2464942113259,105.7699267998736,8.233888411613785,57.001907605743696,843.9941339692942,789.5186647410851,816.7563993551896,504.7988882018198,475.10758762134134,489.9532379115806,-316.0872384230102,-392.4602454577298,-354.27374194037,2.0
-813.7387822128669,-837.1120275004539,-825.4254048566604,557.7547283256467,512.7158043799819,535.2352663528143,159.24275053700802,103.22030978041737,131.2315301587127,803.6998949383951,787.7783095502556,795.7391022443253,505.094823637231,448.30012566511056,476.69747465117075,-387.58619104961616,-453.6924693116948,-420.6393301806555,2.0
-771.6817970754204,-830.8208413881492,-801.2513192317848,599.9894829855568,518.8793868730552,559.434434929306,162.39252438406757,151.13545082551633,156.76398760479196,796.739088080532,760.3154037512409,778.5272459158864,542.6817059344355,446.22735768361383,494.4545318090247,-413.67441400063626,-431.3471908731554,-422.5108024368958,2.0
-772.788162136868,-797.8618846056352,-785.3250233712515,603.2307119163164,579.5469703175805,591.3888411169485,150.30726583353183,143.51055098384487,146.90890840868835,765.295432332961,758.5148786637598,761.9051554983604,532.1047022191563,520.2790425142709,526.1918723667136,-405.11941398947585,-427.31336172278344,-416.21638785612964,2.0
-807.0036951749858,-821.9404740611325,-814.4720846180592,566.9561755019978,520.1094929190035,543.5328342105006,197.78296881809248,138.00465703491057,167.89381292650154,779.4478160487841,768.6142124734988,774.0310142611415,498.36900314833366,458.6591579127876,478.5140805305606,-428.23780167161095,-481.1007034552601,-454.6692525634355,2.0
-779.6079144838726,-784.3436275196748,-781.9757710017736,618.0057739364424,597.0655149570938,607.5356444467682,-12.394802669227296,-41.87731885460409,-27.136060761915694,782.9648842158407,764.0448128479726,773.5048485319066,637.2932464402217,602.001092401161,619.6471694206914,-209.19447331120543,-230.026841029327,-219.61065717026622,3.0
-776.7278867156555,-791.104644993406,-783.9162658545308,617.6935131092029,597.3056046892222,607.4995588992125,-1.1615502493793897,-38.65000631058942,-19.905778279984403,768.3883998873581,757.0488648049345,762.7186323461463,636.0616042208593,617.681909970279,626.8717570955691,-212.45997989374584,-246.7596048759394,-229.60979238484262,3.0
-766.2169170869366,-795.8734333974522,-781.0451752421944,628.459021794853,601.3360677308541,614.8975447628536,-8.106611278941187,-14.006822466344582,-11.056716872642884,764.9907543439779,754.3630792271675,759.6769167855728,643.9555213333764,609.0127542807876,626.484137807082,-240.9976063670663,-242.20606745987195,-241.60183691346913,3.0
-769.9917048718332,-773.726754469627,-771.8592296707302,626.9365493887453,617.5067649549995,622.2216571718725,-5.988522950985389,-25.160150183397427,-15.574336567191407,759.581235623776,747.8314365653548,753.7063360945654,645.7255370081278,641.269968614808,643.497752811468,-216.84728016392052,-246.22972918859145,-231.53850467625597,3.0
-772.4095571635676,-774.7166539851622,-773.563105574365,639.7131356407677,624.0242651564037,631.8687003985857,-17.283960190416348,-31.818367797557478,-24.55116399398691,756.0215727803937,750.7156659936869,753.3686193870403,663.1930250270755,639.0094157547363,651.1012203909058,-202.54382508577208,-216.01059424285657,-209.27720966431434,3.0
-756.5468328075168,-774.7366875074844,-765.6417601575006,638.6220661700304,618.6942507839366,628.6581584769835,-25.438037193228144,-51.58054173099963,-38.509289462113884,759.0912910465174,745.1289440343102,752.1101175404137,647.1239490790637,637.0486420480497,642.0862955635566,-210.42349671813992,-235.68623273593045,-223.05486472703518,3.0
-776.1113049945385,-806.949894049288,-791.5305995219132,615.5206384859507,579.6036494980808,597.5621439920158,-27.88303031612147,-79.22556160967937,-53.554295962900426,792.2339178543529,754.8345397878608,773.5342288211068,629.3533917963124,589.2183599960649,609.2858758961886,-198.21993838251376,-207.48644643183775,-202.85319240717575,3.0
-750.9989533463124,-798.9490284102085,-774.9739908782605,644.9926197677922,578.0258011373475,611.5092104525698,-56.98678126977347,-86.5825613245788,-71.78467129717615,782.730756818755,737.9324934891989,760.331625153977,652.8679601861538,611.5652427614675,632.2166014738107,-183.2057722451605,-193.91744349121885,-188.56160786818967,3.0
-759.1134648724458,-771.1648187833725,-765.1391418279092,635.4090531379039,630.4001273904523,632.9045902641781,-25.279834123459775,-70.95755093025222,-48.118692526856,751.7277825198713,733.5058796958848,742.616831107878,658.7540333464468,639.9464688658413,649.350251106144,-195.325351886296,-235.2697804178167,-215.29756615205633,3.0
-761.4471890892138,-774.3368276247754,-767.8920083569947,635.0780059659367,632.9268694054825,634.0024376857095,0.4164548227339293,-37.08104151371814,-18.332293345492104,742.1230332964265,735.6995319718667,738.9112826341466,656.126014047252,644.7929574944404,650.4594857708462,-232.0914368520273,-248.74728782600528,-240.4193623390163,3.0
-742.3934880100045,-845.0000000000002,-793.6967440050023,645.6951789753255,529.0000000000001,587.3475894876628,10.00000000000006,-60.590266803181244,-25.29513340159059,797.9999999999995,705.7207023228193,751.8603511614094,704.8956034572287,588.0,646.4478017286144,-167.99999999999997,-191.1152839503529,-179.55764197517644,4.0
-753.802380329371,-785.0136837441725,-769.4080320367717,639.3636583940303,613.5808466219146,626.4722525079724,-51.91551623999708,-54.81846679828225,-53.36699151913967,731.1725130520808,695.8131810605371,713.492847056309,704.1588490168534,689.7214428096383,696.9401459132459,-151.02136616078204,-188.72510750542475,-169.8732368331034,4.0
-765.0480504156736,-775.8272165907433,-770.4376335032084,631.1983939753937,617.7624741791269,624.4804340772603,-0.19913525827061093,-43.98793396583597,-22.09353461205329,722.9646659489335,706.624375315425,714.7945206321792,699.4697258139506,692.3259857378457,695.8978557758982,-162.60102844386935,-199.9751753197824,-181.28810188182587,4.0
-761.7282913522737,-794.0765381799787,-777.9024147661262,634.6708159968365,590.1578533585433,612.4143346776899,0.10746308636641531,-43.00722938336389,-21.44988314849874,745.9298658290603,704.7225766427567,725.3262212359085,694.6132457793593,662.0268562168917,678.3200509981255,-169.37360800461417,-196.2760516765689,-182.82482984059152,4.0
-801.0973970595746,-802.1586429745145,-801.6280200170445,587.7821838469898,586.334278005654,587.0582309263219,17.045212094190433,-44.85636193166251,-13.90557491873604,745.094589280212,740.6189377276118,742.8567635039119,666.5889418047797,647.0460604863575,656.8175011455686,-169.37080529369857,-213.5381866490618,-191.4544959713802,4.0
-799.2228963825005,-818.1891582628482,-808.7060273226743,582.8377036134199,566.3665274981855,574.6021155558027,10.579007972489118,7.186518839511289,8.882763406000203,758.658875636053,747.0818382161535,752.8703569261033,653.112089733072,638.3491293390714,645.7306095360717,-207.72325544446096,-214.98724264396236,-211.35524904421166,4.0
-757.0883604016174,-811.9397692525586,-784.514064827088,643.4661561870132,570.9785283424812,607.2223422647472,26.764085878007265,12.001058225582794,19.38257205179503,758.7790689095619,688.435278499476,723.607173704519,709.3532286753401,638.9269290869404,674.1400788811402,-211.73944742810687,-219.03938334022627,-215.38941538416657,4.0
-736.9359371266969,-743.6655665413786,-740.3007518340378,665.1452661710729,650.0669806354969,657.6061234032849,32.50267013407172,-53.97777666496431,-10.737553265446294,695.8684217036101,681.1334156131525,688.5009186583814,738.78633088654,705.7814521056669,722.2838914961035,-127.79630988166468,-222.47563104170717,-175.13597046168593,4.0
-733.4919849514641,-765.1221435571678,-749.307064254316,667.8958367682698,627.1249839147576,647.5104103415138,-53.02183863001056,-157.99385596302068,-105.50784729651562,696.5806892970045,681.6316562988859,689.1061727979452,733.1250654279747,731.8475496010755,732.4863075145252,-19.819013674016052,-130.15709624686085,-74.98805496043845,4.0
-746.9264316133883,-771.2091535429305,-759.0677925781595,634.7462700900633,602.6772709574681,618.7117705237656,-152.7150324644265,-168.62137675972974,-160.6682046120781,716.3160368096547,702.1039750114816,709.2100059105682,728.7214335781437,708.1693597560449,718.4453966670942,-18.241423360698207,-32.067775589909125,-25.154599475303666,4.0
-795.0697665679454,-885.2169783879037,-840.1433724779246,564.9819118985871,474.03997344665595,519.5109426726215,73.05930454697425,-208.97607894539044,-67.95838719920809,754.9747777868499,662.8340561515845,708.9044169692172,751.1489090353309,664.003831785276,707.5763704103035,89.36210474588344,-166.85148802177244,-38.7446916379445,5.0
-794.0876859896829,-806.5473810020799,-800.3175334958814,561.8921886636977,538.2052804799312,550.0487345718144,-195.51526529970536,-204.93696860077418,-200.22611695023977,666.2814763724823,659.4610678771016,662.871272124792,761.2604631232665,754.2317648996761,757.7461140114713,85.0891310935385,82.17695392179833,83.63304250766842,5.0
-809.258585103816,-812.3849953508884,-810.8217902273523,540.9239232174745,518.1755798008146,529.5497515091445,-189.31697673897244,-251.52024066785157,-220.41860870341202,684.5777725648305,681.8063034444829,683.1920380046568,746.213425713853,737.0258525708,741.6196391423265,105.97503828541049,66.46095442799714,86.21799635670382,5.0
-803.732294932903,-817.5577231829958,-810.6450090579494,526.2827472778263,515.8721662973991,521.0774567876126,-231.19363928917966,-238.29956619186055,-234.7466027405201,690.9557605753265,674.3395192375555,682.647639906441,739.3146020457385,728.3309867074997,733.8227943766192,106.6319646791987,91.04233313812972,98.8371489086642,5.0
-813.2404311308273,-815.3397202983291,-814.2900757145783,509.8821024285848,498.2174311013707,504.0497667649778,-232.00179383816766,-276.2353648384096,-254.11857933828864,704.0361089433156,684.5989955050247,694.3175522241702,738.0957187104432,715.4083481118879,726.7520334111655,136.06552574673677,85.97739395373009,111.02145985023343,5.0
