left_acc_x_mean,left_acc_x_max,left_acc_x_min,left_acc_y_mean,left_acc_y_max,left_acc_y_min,left_acc_z_mean,left_acc_z_max,left_acc_z_min,right_acc_x_mean,right_acc_x_max,right_acc_x_min,right_acc_y_mean,right_acc_y_max,right_acc_y_min,right_acc_z_mean,right_acc_z_max,right_acc_z_min,facial expression
-641.6611523148997,-645.4233197876623,-643.542236051281,750.0078688641432,747.2385281264086,748.6231984952759,-45.082466794588946,-50.19563648864314,-47.63905164161604,612.6557362129663,608.4557001411442,610.5557181770553,766.104462154409,755.2119722735525,760.6582172139808,-274.4678253598635,-275.4350086972502,-274.9514170285569,3.0
-604.1484854223207,-632.7177735045888,-618.4331294634547,779.474810465943,756.3038764288149,767.8893434473789,-50.11684125172421,-83.09494015151598,-66.6058907016201,583.0102862181892,562.2049011607664,572.6075936894779,789.9629106512156,774.3129110796937,782.1379108654546,-263.8491006315196,-277.8680388501555,-270.85856974083754,4.0
-617.0104665867068,-637.3522585777715,-627.1813625822392,772.9264638186694,762.6518504417737,767.7891571302216,-54.46920230826628,-67.8780871473223,-61.1736447277943,583.209077451419,571.5859621673391,577.397519809379,789.0867215043145,771.592126460828,780.3394239825712,-257.0521606186789,-287.91857772393183,-272.48536917130536,4.0
-617.4910906307866,-645.8034278840167,-631.6472592574016,771.4303991399721,748.7261588816289,760.0782790108005,-74.10769554694866,-101.07149432630767,-87.58959493662817,598.9298300464654,563.2161199789932,581.0729750127293,790.6276958355214,776.3747241490515,783.5012099922865,-237.23678354017522,-271.21502950779177,-254.2259065239835,4.0
-630.034211599136,-645.0665435256428,-637.5503775623895,763.2304490104489,743.7612466964479,753.4958478534484,-42.90818277148792,-76.52576690426086,-59.71697483787439,596.2607956001337,588.9596848868066,592.6102402434701,784.5674988382092,775.124010580809,779.845754709509,-255.61533946584294,-273.0318506329495,-264.3235950493962,4.0
-632.9491923505333,-654.2108489327538,-643.5800206416436,765.0166100712108,742.6857459903025,753.8511780307567,-44.624080769972736,-65.23934991342172,-54.93171534169723,600.7446203075739,600.4181383186337,600.5813793131038,772.7388986205386,771.4052941960401,772.0720964082893,-242.3233829511861,-266.6708568888059,-254.49711991999598,4.0
-643.1748656924144,-662.557759014347,-652.8663123533806,752.306616112446,738.9080994395597,745.6073577760028,-63.259111073308524,-85.18393492367815,-74.22152299849334,607.3719664325624,597.9364968402656,602.654231636414,774.4037878132389,759.70817473403,767.0559812736344,-215.87183278126142,-246.28975566848501,-231.08079422487322,4.0
-647.9800993451107,-648.1698177561497,-648.0749585506302,751.9868287889481,750.6365953895979,751.311712089273,-53.7719274436583,-87.69799731357242,-70.73496237861536,599.6197698200559,593.8170738182749,596.7184218191654,779.4291653494408,774.2210012458338,776.8250832976373,-235.42621983698942,-246.4397990834291,-240.93300946020926,4.0
-622.3817120243434,-622.750730002963,-622.5662210136531,769.6683438406432,768.6154042618572,769.1418740512502,-55.452358077126064,-78.00597287167616,-66.72916547440111,599.4384498352953,590.9428083192627,595.190629077279,775.0998131486524,770.9341642046439,773.0169886766482,-256.53419010118995,-269.72043998220215,-263.1273150416961,4.0
-626.2852912464782,-648.4473301542897,-637.366310700384,768.9910967590681,762.6091404830704,765.8001186210693,-32.091596241004076,-81.57862464138908,-56.835110441196576,602.8149852771776,583.7664162988096,593.2907007879936,772.9740345942963,766.3948479333357,769.684441263816,-253.6577848644393,-261.2294729792978,-257.44362892186854,4.0
-625.9960314313672,-633.6873334243568,-629.841682427862,763.2591748201007,762.9661739646515,763.1126743923761,-58.05325158709653,-66.04520925801661,-62.049230422556576,591.718157010256,581.6307567940103,586.6744569021332,778.4066190677884,776.5653436088359,777.4859813383121,-263.95317473383074,-266.5059729091785,-265.22957382150463,4.0
-609.5174127115016,-708.4364533224739,-658.9769330169877,777.5481939397097,673.1356277602425,725.3419108499761,-84.32228536304906,-92.67621770639195,-88.49925153472051,664.001630862427,566.0276593484484,615.0146451054377,786.5970120767076,743.9703715339498,765.2836918053288,-155.0039869198238,-252.01052297947012,-203.50725494964695,5.0
-690.1203847527731,-706.3536515436261,-698.2370181481997,705.6317736136989,694.9474529891374,700.2896133014182,-78.25778856508191,-93.05032019305219,-85.65405437906705,669.502484675068,647.6845472157909,658.5935159454294,752.2950513873898,737.9658814352239,745.1304664113068,-178.74076955305682,-180.22222327338227,-179.48149641321953,5.0
-709.9238993401955,-725.5236605187463,-717.7237799294709,708.0578907150167,677.7765714783765,692.9172310966966,-45.22816951061883,-57.89328142519713,-51.56072546790798,684.3211386847186,650.2210894465669,667.2711140656427,744.3539627398268,723.1336376628593,733.743800201343,-175.67853615863228,-192.63541242825477,-184.1569742934435,5.0
-520.9549644793594,-714.7385952300838,-617.8467798547216,823.7314820673483,673.008315021026,748.3698985441872,-2.8379490776490797,-113.16194264091229,-57.999945859280686,668.0440654240535,667.8925762500803,667.9683208370669,754.8638053471469,726.531134893288,740.6974701202175,-135.5843623932519,-170.03442890630433,-152.8093956497781,5.0
-385.93857046434994,-685.8951364353256,-535.9168534498378,927.2300642996325,721.5045463513741,824.3673053255034,104.99398754779173,-76.74507227281731,14.124457637487211,637.5719277044135,609.8052028234981,623.6885652639558,756.046404937692,707.4706835495233,731.7585442436077,-144.2944463828569,-194.34111627364447,-169.3177813282507,5.0
-343.95154363803096,-685.5890119113271,-514.770277774679,940.0654558825465,706.1648638562548,823.1151598694007,120.9742791680175,-106.03150693697259,7.471386115522456,636.7175905972898,511.980260537457,574.3489255673734,767.5893951245337,762.6379349253166,765.1136650249251,-164.28940369057986,-250.35135423554502,-207.32037896306244,5.0
-380.92052518071404,-710.9811596356534,-545.9508424081837,925.0272919546122,690.819699853202,807.9234959039071,54.94397398791134,-60.97616960523544,-3.0160978086620496,680.7308062562121,479.18808218868884,579.9594442224504,800.5498376274048,734.4079204108072,767.478879019106,-185.8641476604184,-341.3526994732616,-263.60842356684003,5.0
-351.9367718579914,-687.1067408643837,-519.5217563611875,956.2500542064643,703.9082675594155,830.07916088294,74.76047471152145,-120.90265645325682,-23.071090870867685,635.7620279006718,422.0453866116474,528.9037072561596,783.4231946084874,778.438582680915,780.9308886447012,-153.99114475530033,-340.65464250340364,-247.322893629352,5.0
-666.5529258725954,-670.6593131480139,-668.6061195103047,712.6625896105295,700.612836139337,706.6377128749332,-121.38567553329368,-139.4063661463054,-130.39602083979955,622.2454945496733,618.9829269038,620.6142107267367,783.152832701534,781.1853636518138,782.1690981766739,-161.84744953046825,-164.05680666751246,-162.95212809899036,5.0
-662.4703679729298,-703.5818367675179,-683.0261023702238,725.8737485464289,705.402543065375,715.638145805902,-99.97206155268915,-127.88023260986795,-113.92614708127854,651.506514798015,604.959970547733,628.233242672874,781.1228779878583,757.7877357359445,769.4553068619014,-154.98442313622283,-164.53633184255062,-159.7603774893867,5.0
-581.0336102650342,-621.7921170512221,-601.4128636581281,747.8016799830949,739.7714957981617,743.7865878906283,-243.37381748389797,-275.20078624065275,-259.28730186227534,488.15625207298064,442.9894269968147,465.57283953489764,865.2905887534511,847.3611901077296,856.3258894305903,-241.47394726088615,-261.68473248298903,-251.57933987193758,0.0
-616.7339002155933,-629.9724352014011,-623.3531677084973,737.482970157771,734.632741959326,736.0578560585485,-225.12174284939846,-238.93088349326274,-232.0263131713306,503.2928853359627,484.3635301036887,493.8282077198257,851.1111894106845,845.7000394569935,848.405614433839,-240.371421383102,-246.870503805047,-243.6209625940745,0.0
-618.5401243804012,-629.3943055563166,-623.9672149683588,747.0560595250067,738.895518276023,742.9757889005149,-220.05032203740927,-226.52337112406573,-223.28684658073752,502.91350556336266,499.0139891617461,500.9637473625544,832.8592593677298,832.2507748910512,832.5550171293905,-242.6083420902934,-248.93956567717447,-245.77395388373395,0.0
-615.2054478808195,-634.2944925044826,-624.7499701926511,746.3534248928694,738.8694288161325,742.6114268545009,-216.08062769876813,-224.6937503740749,-220.38718903642152,518.0863051813353,485.22568629429037,501.6559957378129,840.0932380515072,831.1096741924816,835.6014561219945,-242.06146262919205,-259.02773399341925,-250.54459831130566,0.0
-625.140040710697,-629.0590658024618,-627.0995532565794,736.5778434538346,735.942118999403,736.2599812266187,-211.78929368160655,-227.88282822210184,-219.8360609518542,509.5019937763992,507.8363272656801,508.66916052103966,830.1922780828223,828.062980121986,829.1276291024042,-261.4835500875986,-262.2379969410712,-261.8607735143349,0.0
-613.0264001589845,-620.7945478646138,-616.9104740117991,743.1363418979095,741.1136780066763,742.1250099522929,-218.00165856846937,-235.84988024555153,-226.92576940701045,504.5156073132047,496.5707390053303,500.54317315926755,841.2347576678006,828.9933461379537,835.1140519028772,-254.02962324630124,-257.278271887114,-255.65394756670761,0.0
-619.6423170531334,-626.124183410173,-622.8832502316532,739.9270315969062,727.9693312649932,733.9481814309497,-226.90771397823923,-228.97873180167014,-227.94322288995468,515.0846775646131,500.73956110403924,507.9121193343262,840.7946820865538,826.6544100721756,833.7245460793647,-250.81371755228545,-253.00857381700638,-251.91114568464593,0.0
-626.808474810372,-632.1294982360413,-629.4689865232067,741.1630977243592,729.5227741295911,735.3429359269751,-215.12246592987844,-222.6563651729425,-218.88941555141048,513.3906494845515,504.51758636751134,508.9541179260315,834.1584267501069,831.4960062927013,832.8272165214041,-253.81976311390935,-254.5085088922476,-254.16413600307845,0.0
-614.7298029087425,-624.7691177161385,-619.7494603124405,742.2887943071437,730.9239421109094,736.6063682090265,-215.46146002873314,-219.98839993847164,-217.7249299836024,524.102557813213,509.8370426554558,516.9698002343343,830.3701731280943,822.2261717883028,826.2981724581986,-260.17722498079326,-260.9970593479823,-260.5871421643878,0.0
-633.1715442260479,-652.5440846128295,-642.8578144194387,739.5578435197557,731.2079861624849,735.3829148411203,-195.51108355908747,-207.55325133366338,-201.5321674463754,528.7016116976782,516.9778869344028,522.8397493160405,820.9356596960462,816.5074224088074,818.7215410524268,-249.85709499170324,-263.99209316882315,-256.9245940802632,0.0
-655.0000000000001,-657.0302474152112,-656.0151237076057,698.0000000000001,684.714700186485,691.3573500932425,-267.1578821590433,-273.99999999999983,-270.57894107952154,435.90654948192685,420.0,427.9532747409634,880.9999999999995,879.0210914735233,880.0105457367614,-198.0306498198028,-212.99999999999966,-205.5153249099012,1.0
-650.3344242660651,-655.7863565168815,-653.0603903914732,708.5199923733877,695.5718589216114,702.0459256474995,-262.93604198383633,-269.8962522367061,-266.41614711027125,443.07096274564697,432.1722415538142,437.6216021497306,887.5056814961858,880.1633829616247,883.8345322289053,-205.79883668008202,-216.66258952159114,-211.23071310083657,1.0
-643.6108659203136,-647.6986390361396,-645.6547524782266,718.7359094917709,705.693185016381,712.214547254076,-245.89354584202223,-260.5845173427082,-253.23903159236522,437.6196078262192,430.528025181775,434.0738165039971,882.7060198893774,875.5460143507675,879.1260171200724,-222.18841937768548,-229.55510757549962,-225.87176347659255,1.0
-640.0602286888086,-647.4280688404677,-643.7441487646381,715.335745037535,714.2735562161081,714.8046506268215,-242.5919333221005,-249.03917486287966,-245.81555409249006,450.9663720428211,426.1081149618984,438.53724350235973,876.9968755902777,874.6444719537978,875.8206737720377,-230.98141555653285,-236.43414296773133,-233.70777926213208,1.0
-624.9090368948407,-651.950014641296,-638.4295257680683,718.5515882114622,710.01622352249,714.283905866976,-237.88314981377252,-254.12266880435214,-246.00290930906232,449.19127862142545,418.8222586239255,434.0067686226755,878.6559829577634,866.8616656762026,872.758824316983,-240.10721324717434,-246.7356588233826,-243.42143603527848,1.0
-627.9115422956456,-662.8537099615918,-645.3826261286188,722.3341202686047,707.7384579162294,715.0362890924171,-231.3305035962114,-251.40439715104557,-241.3674503736285,456.91073598200404,411.0468417899941,433.97878888599905,893.0664135525969,863.6236830911201,878.3450483218585,-236.27188709752696,-251.51259389761546,-243.8922404975712,1.0
-620.6129191755364,-646.7934388366303,-633.7031790060834,717.5269976558591,703.3941080220593,710.4605528389592,-238.9406897216453,-257.68454214911577,-248.31261593538053,460.21314856452307,447.262122651933,453.73763560822806,870.1162332543537,865.4971847119402,867.806708983147,-230.83886509251573,-236.56495141752933,-233.70190825502254,1.0
-652.039492243127,-653.9128881234672,-652.9761901832971,708.0067411361298,703.244707832698,705.6257244844139,-227.35717505553524,-248.64218999484098,-237.99968252518812,454.2166766023294,441.07478471778677,447.6457306600581,876.9056094718859,865.161178929473,871.0333942006794,-226.54605553883843,-229.9934822605072,-228.2697688996728,1.0
-653.5946095948165,-660.8010860126362,-657.1978478037263,705.460786814672,693.2792898941404,699.3700383544062,-236.54542787445683,-258.53489821327565,-247.54016304386624,453.89906215550144,447.6283180633866,450.76369010944404,875.0862616698662,872.6096490038001,873.8479553368331,-200.25439906152494,-230.20257513916565,-215.2284871003453,1.0
-654.0079544984515,-658.0754958847634,-656.0417251916074,701.9540395359758,688.8830346295455,695.4185370827606,-244.78254489583372,-260.0088440118314,-252.39569445383256,470.00026445813575,443.0670810093189,456.5336727337273,882.8568520626144,868.0012221889002,875.4290371257573,-209.42959050469662,-215.99418196161045,-212.71188623315354,1.0
-600.9374470069599,-673.8841158600085,-637.4107814334842,738.8810612190716,689.0025076435674,713.9417844313195,-212.89200643595157,-280.06254731615456,-246.47727687605305,468.7109729609073,382.91851253426574,425.81474274758654,895.6567553694289,850.1298498618337,872.8933026156312,-224.16176718275202,-242.15068679336886,-233.15622698806044,2.0
-627.4435610646501,-641.5823342704796,-634.5129476675648,728.6955907639575,715.0531034587382,721.8743471113478,-200.19879692107827,-205.4609105453752,-202.82985373322674,481.8508798388411,465.0064424160419,473.4286611274415,857.252573154469,847.4633701322524,852.3579716433608,-262.84982997028237,-271.6048210793777,-267.22732552483,2.0
-641.8053707376264,-692.386036246044,-667.0957034918351,733.3031666109986,686.5831623810659,709.9431644960323,-191.14507323619813,-192.24682407172457,-191.69594865396135,516.1510269798182,463.24715289134457,489.69908993558136,852.8914677290046,841.0179005274215,846.9546841282131,-216.95163133136367,-284.40725266502693,-250.6794419981953,2.0
-673.2432238734226,-688.7634389859761,-681.0033314296993,700.9720110669408,692.862721173155,696.917366120048,-176.6110250885042,-191.3104683018633,-183.96074669518373,501.66565254111754,494.58220106263906,498.12392680187827,853.03857202112,831.786890062975,842.4127310420474,-232.90889832749727,-233.3110154906055,-233.1099569090514,2.0
-659.7442157968117,-678.4696649834069,-669.1069403901092,710.0412768106157,703.3925236180379,706.7169002143269,-184.9204186012448,-207.6230565552794,-196.2717375782621,503.4031133730519,489.70243424016047,496.5527738066062,838.8750769655959,836.6981435815045,837.7866102735502,-223.1200741363527,-257.1200936571461,-240.1200838967494,2.0
-642.9405811326918,-676.4519384294952,-659.6962597810934,729.4371134950867,712.634275813912,721.0356946544994,-179.78553590976765,-190.15460155763708,-184.97006873370236,489.96794112498606,481.73625858440545,485.8520998546958,846.5319584517223,838.0241223504515,842.2780404010869,-252.0153536578033,-266.49183399492046,-259.2535938263619,2.0
